# Time,Signal
29.0404,2.1248
29.0606,1.7396
29.0808,0.2793
29.1010,4.5133
29.1212,3.3455
29.1414,1.9363
29.1616,2.2293
29.1818,1.9760
29.2020,2.8950
29.2222,2.4091
29.2424,2.7167
29.2626,0.7741
29.2828,2.7371
29.3030,1.8277
29.3232,0.9442
29.3434,4.1367
29.3636,2.4640
29.3838,0.5529
29.4040,1.4320
29.4242,3.8364
29.4444,0.3526
29.4646,0.6259
29.4848,2.6759
29.5051,-0.3391
29.5253,2.2363
29.5455,2.5696
29.5657,2.5339
29.5859,3.6471
29.6061,4.1100
29.6263,0.9869
29.6465,1.2174
29.6667,1.7206
29.6869,4.1794
29.7071,0.8728
29.7273,1.2750
29.7475,2.3838
29.7677,1.8247
29.7879,2.4508
29.8081,3.9713
29.8283,3.9229
29.8485,2.1532
29.8687,-0.3645
29.8889,2.5243
29.9091,2.9084
29.9293,4.0507
29.9495,1.9480
29.9697,1.5181
29.9899,1.4886
30.0101,3.4622
30.0303,0.5068
30.0505,1.3427
30.0707,1.7510
30.0909,3.8057
30.1111,2.5671
30.1313,-0.0680
30.1515,2.9616
30.1717,0.2362
30.1919,1.4443
30.2121,3.3655
30.2323,3.8471
30.2525,3.7786
30.2727,0.6191
30.2929,2.2446
30.3131,0.0277
30.3333,2.5178
30.3535,3.2503
30.3737,2.0255
30.3939,1.0899
30.4141,3.6671
30.4343,1.5044
30.4545,0.3913
30.4747,3.1367
30.4949,-0.2478
30.5152,1.6760
30.5354,2.2930
30.5556,3.0485
30.5758,3.3564
30.5960,1.6515
30.6162,1.1502
30.6364,2.4766
30.6566,-0.6631
30.6768,2.9711
30.6970,-0.5660
30.7172,2.5700
30.7374,2.5742
30.7576,-0.4798
30.7778,-0.9076
30.7980,1.5230
30.8182,1.5162
30.8384,1.0459
30.8586,1.1646
30.8788,0.1450
30.8990,0.1305
30.9192,1.4444
30.9394,2.2606
30.9596,2.6813
30.9798,1.4727
31.0000,2.2423
31.0202,0.4061
31.0404,1.9300
31.0606,0.2214
31.0808,1.8492
31.1010,0.6958
31.1212,-0.4566
31.1414,2.8018
31.1616,1.9017
31.1818,2.2660
31.2020,0.1931
31.2222,0.4775
31.2424,2.5115
31.2626,0.8711
31.2828,1.7306
31.3030,1.1023
31.3232,1.9008
31.3434,3.5525
31.3636,-0.3600
31.3838,3.1871
31.4040,3.2980
31.4242,2.8479
31.4444,1.1656
31.4646,3.6595
31.4848,2.9290
31.5051,2.5481
31.5253,1.8401
31.5455,3.3876
31.5657,0.9916
31.5859,1.3708
31.6061,1.4052
31.6263,1.3801
31.6465,4.3004
31.6667,-0.2545
31.6869,1.7720
31.7071,1.7414
31.7273,-0.1407
31.7475,1.7237
31.7677,1.3011
31.7879,2.7567
31.8081,2.4743
31.8283,2.4814
31.8485,3.0196
31.8687,4.4309
31.8889,0.5458
31.9091,4.5461
31.9293,1.7768
31.9495,2.4720
31.9697,0.8489
31.9899,3.5393
32.0101,4.7277
32.0303,2.0302
32.0505,2.2882
32.0707,0.2655
32.0909,1.9978
32.1111,0.6533
32.1313,2.2800
32.1515,1.9656
32.1717,3.7711
32.1919,1.3907
32.2121,2.3149
32.2323,-0.0147
32.2525,1.9471
32.2727,3.8760
32.2929,4.1002
32.3131,0.7462
32.3333,3.4273
32.3535,3.5031
32.3737,3.1799
32.3939,4.6393
32.4141,2.9826
32.4343,3.8950
32.4545,2.4358
32.4747,4.2854
32.4949,3.0775
32.5152,2.3745
32.5354,4.2980
32.5556,1.8576
32.5758,-0.0021
32.5960,1.7117
32.6162,1.1283
32.6364,0.0193
32.6566,3.2979
32.6768,-0.2568
32.6970,2.0435
32.7172,2.8361
32.7374,1.1611
32.7576,1.0125
32.7778,0.1184
32.7980,0.7937
32.8182,3.8010
32.8384,0.4914
32.8586,2.8663
32.8788,2.7375
32.8990,0.1064
32.9192,3.1882
32.9394,3.4410
32.9596,2.2324
32.9798,2.8624
33.0000,3.3117
33.0202,3.7890
33.0404,0.2488
33.0606,3.4893
33.0808,1.3995
33.1010,2.1709
33.1212,-0.3713
33.1414,1.3738
33.1616,3.9685
33.1818,0.4818
33.2020,1.7207
33.2222,4.0735
33.2424,0.1605
33.2626,3.6643
33.2828,1.2350
33.3030,1.5675
33.3232,3.0512
33.3434,-0.0831
33.3636,2.4891
33.3838,2.7227
33.4040,1.1020
33.4242,1.7079
33.4444,1.5968
33.4646,3.6399
33.4848,-0.6142
33.5051,-0.2834
33.5253,-0.6354
33.5455,3.5472
33.5657,3.4480
33.5859,3.0662
33.6061,-0.0799
33.6263,1.9872
33.6465,0.3937
33.6667,2.1242
33.6869,1.7631
33.7071,3.0533
33.7273,1.4714
33.7475,2.7618
33.7677,0.9887
33.7879,1.1116
33.8081,1.7920
33.8283,0.4921
33.8485,0.6298
33.8687,0.7201
33.8889,2.1769
33.9091,1.6230
33.9293,-0.5353
33.9495,2.9033
33.9697,1.8194
33.9899,1.0660
34.0101,-0.2482
34.0303,-0.2341
34.0505,-0.5742
34.0707,3.5614
34.0909,4.0194
34.1111,-0.3957
34.1313,4.1981
34.1515,-0.2216
34.1717,1.8225
34.1919,2.8794
34.2121,2.1697
34.2323,4.0711
34.2525,-0.2507
34.2727,2.9355
34.2929,0.0536
34.3131,0.4742
34.3333,4.0943
34.3535,-0.1771
34.3737,3.4591
34.3939,-0.2156
34.4141,3.6990
34.4343,3.1246
34.4545,3.5995
34.4747,3.3777
34.4949,-0.1465
34.5152,4.1395
34.5354,0.4886
34.5556,2.5770
34.5758,0.0588
34.5960,1.2837
34.6162,0.9817
34.6364,2.1195
34.6566,0.8905
34.6768,1.9091
34.6970,0.9795
34.7172,3.5561
34.7374,2.5739
34.7576,0.9018
34.7778,3.7721
34.7980,1.1968
34.8182,0.6634
34.8384,1.4028
34.8586,0.5601
34.8788,2.4239
34.8990,4.7875
34.9192,1.8567
34.9394,3.5591
34.9596,4.9024
34.9798,4.6396
35.0000,1.5415
35.0202,1.8085
35.0404,4.3746
35.0606,3.5479
35.0808,1.8890
35.1010,3.1308
35.1212,2.5588
35.1414,5.5288
35.1616,1.1410
35.1818,2.9268
35.2020,2.3455
35.2222,1.5924
35.2424,3.9632
35.2626,2.4013
35.2828,3.8807
35.3030,5.7064
35.3232,5.5768
35.3434,5.8314
35.3636,3.1911
35.3838,1.3525
35.4040,3.1596
35.4242,2.2080
35.4444,3.9172
35.4646,3.9072
35.4848,3.6637
35.5051,1.8552
35.5253,2.8972
35.5455,1.0148
35.5657,2.7171
35.5859,5.8667
35.6061,1.0981
35.6263,2.8999
35.6465,3.5299
35.6667,3.4734
35.6869,1.7672
35.7071,2.4569
35.7273,5.4217
35.7475,2.5183
35.7677,3.3184
35.7879,5.5393
35.8081,3.1727
35.8283,1.9797
35.8485,1.9088
35.8687,5.3742
35.8889,4.8402
35.9091,4.0809
35.9293,2.9779
35.9495,2.0634
35.9697,3.3697
35.9899,3.4363
36.0101,1.0239
36.0303,5.8378
36.0505,2.7197
36.0707,1.9217
36.0909,4.1215
36.1111,4.2659
36.1313,2.8094
36.1515,1.7655
36.1717,4.7458
36.1919,3.7336
36.2121,2.1950
36.2323,2.5764
36.2525,3.5608
36.2727,3.5264
36.2929,2.7748
36.3131,1.6172
36.3333,4.5832
36.3535,4.0246
36.3737,2.5709
36.3939,1.7107
36.4141,3.4952
36.4343,4.4170
36.4545,2.0783
36.4747,4.5660
36.4949,5.1665
36.5152,3.3755
36.5354,2.0878
36.5556,3.2294
36.5758,3.7474
36.5960,4.1555
36.6162,3.0441
36.6364,2.7427
36.6566,3.9147
36.6768,4.0885
36.6970,3.7899
36.7172,3.5838
36.7374,3.1013
36.7576,3.9917
36.7778,5.1311
36.7980,1.8357
36.8182,5.6297
36.8384,3.7941
36.8586,1.5257
36.8788,3.0779
36.8990,5.1164
36.9192,3.1487
36.9394,3.9564
36.9596,3.9985
36.9798,2.8799
37.0000,1.3359
37.0202,4.6461
37.0404,1.3626
37.0606,1.2669
37.0808,0.8246
37.1010,4.2625
37.1212,2.1086
37.1414,3.5182
37.1616,5.5320
37.1818,1.4141
37.2020,2.5907
37.2222,3.1348
37.2424,5.1350
37.2626,2.7607
37.2828,2.3834
37.3030,2.4538
37.3232,1.7079
37.3434,5.9061
37.3636,4.4228
37.3838,2.3379
37.4040,4.3616
37.4242,2.1238
37.4444,3.2591
37.4646,3.4871
37.4848,5.9606
37.5051,3.8864
37.5253,2.4101
37.5455,4.8227
37.5657,3.1451
37.5859,5.3921
37.6061,4.5105
37.6263,1.2351
37.6465,1.7943
37.6667,6.2259
37.6869,3.0422
37.7071,5.6735
37.7273,4.9162
37.7475,2.8342
37.7677,2.8563
37.7879,4.4404
37.8081,3.7506
37.8283,5.1693
37.8485,4.3288
37.8687,4.3238
37.8889,5.8198
37.9091,4.2992
37.9293,5.6066
37.9495,4.1036
37.9697,2.9125
37.9899,1.4999
38.0101,6.1873
38.0303,2.9264
38.0505,4.2454
38.0707,5.2680
38.0909,3.8045
38.1111,2.3853
38.1313,5.4162
38.1515,3.3023
38.1717,1.7760
38.1919,3.5367
38.2121,4.1560
38.2323,6.2303
38.2525,4.7839
38.2727,5.5394
38.2929,4.1156
38.3131,4.8765
38.3333,2.8985
38.3535,5.7246
38.3737,3.6773
38.3939,4.3873
38.4141,4.5673
38.4343,4.5081
38.4545,2.6689
38.4747,5.4496
38.4949,4.1222
38.5152,4.8297
38.5354,5.2070
38.5556,3.1929
38.5758,5.3132
38.5960,4.6585
38.6162,4.8967
38.6364,3.7845
38.6566,1.4873
38.6768,2.5431
38.6970,1.5374
38.7172,5.2006
38.7374,4.8791
38.7576,5.9166
38.7778,4.0803
38.7980,5.2517
38.8182,4.8532
38.8384,3.9484
38.8586,4.5162
38.8788,1.5663
38.8990,5.5558
38.9192,2.3174
38.9394,2.2897
38.9596,4.8989
38.9798,4.7994
39.0000,4.0378
39.0202,3.4836
39.0404,2.2962
39.0606,0.9048
39.0808,3.5338
39.1010,2.0927
39.1212,5.4283
39.1414,5.5883
39.1616,0.8839
39.1818,5.3165
39.2020,1.1681
39.2222,1.8199
39.2424,1.6931
39.2626,1.3684
39.2828,3.4112
39.3030,2.6564
39.3232,2.8487
39.3434,1.1478
39.3636,2.7103
39.3838,2.9481
39.4040,3.1969
39.4242,1.8163
39.4444,4.9133
39.4646,0.5152
39.4848,3.1657
39.5051,3.0116
39.5253,2.7129
39.5455,1.8321
39.5657,1.0840
39.5859,4.3046
39.6061,0.6851
39.6263,0.6953
39.6465,2.2200
39.6667,4.7293
39.6869,1.9870
39.7071,4.3001
39.7273,0.1759
39.7475,4.0870
39.7677,1.5557
39.7879,2.0314
39.8081,0.1562
39.8283,2.1845
39.8485,1.4693
39.8687,3.3243
39.8889,1.1307
39.9091,-0.0262
39.9293,2.0026
39.9495,4.5963
39.9697,3.6755
39.9899,3.4655
40.0101,0.1566
40.0303,4.1322
40.0505,2.7552
40.0707,2.7671
40.0909,1.6162
40.1111,3.7051
40.1313,0.0910
40.1515,1.5051
40.1717,1.2503
40.1919,0.5780
40.2121,1.0720
40.2323,2.6207
40.2525,0.6272
40.2727,4.3593
40.2929,1.9616
40.3131,3.9203
40.3333,1.6119
40.3535,0.0053
40.3737,2.2084
40.3939,2.1927
40.4141,4.1177
40.4343,0.6272
40.4545,0.1744
40.4747,3.6765
40.4949,4.0148
40.5152,3.0371
40.5354,0.6406
40.5556,2.9907
40.5758,-0.3206
40.5960,-0.1551
40.6162,1.2928
40.6364,0.3457
40.6566,1.7310
40.6768,-0.2513
40.6970,-0.1498
40.7172,0.6688
40.7374,3.9796
40.7576,1.5989
40.7778,2.4149
40.7980,3.8924
40.8182,0.4757
40.8384,2.2242
40.8586,4.0288
40.8788,0.9127
40.8990,0.0544
40.9192,0.1590
40.9394,2.5786
40.9596,2.3066
40.9798,0.6684
41.0000,3.9788
41.0202,3.2754
41.0404,2.0195
41.0606,2.3573
41.0808,2.5457
41.1010,3.5266
41.1212,2.7854
41.1414,0.2972
41.1616,1.2414
41.1818,2.3370
41.2020,-0.1759
41.2222,4.1622
41.2424,4.3122
41.2626,4.5564
41.2828,0.7152
41.3030,2.4610
41.3232,1.0760
41.3434,2.7084
41.3636,0.2658
41.3838,3.5371
41.4040,1.7487
41.4242,0.6753
41.4444,0.4768
41.4646,0.3573
41.4848,4.7494
41.5051,4.7219
41.5253,1.7659
41.5455,0.8592
41.5657,3.0279
41.5859,2.0826
41.6061,1.0071
41.6263,5.4871
41.6465,1.1752
41.6667,2.7928
41.6869,2.6272
41.7071,2.1883
41.7273,5.9265
41.7475,3.6488
41.7677,6.2205
41.7879,5.6734
41.8081,2.6081
41.8283,1.9866
41.8485,6.5816
41.8687,6.2721
41.8889,2.1757
41.9091,6.1204
41.9293,6.7481
41.9495,6.1732
41.9697,3.8583
41.9899,3.1198
42.0101,4.1613
42.0303,4.0822
42.0505,4.1957
42.0707,4.7822
42.0909,3.0770
42.1111,7.4299
42.1313,6.9024
42.1515,3.3800
42.1717,7.7056
42.1919,7.4938
42.2121,7.0286
42.2323,5.6960
42.2525,5.6818
42.2727,8.2519
42.2929,4.4415
42.3131,5.4429
42.3333,5.6437
42.3535,8.5633
42.3737,6.5914
42.3939,5.0231
42.4141,8.0786
42.4343,7.6059
42.4545,8.0526
42.4747,4.8191
42.4949,4.4359
42.5152,4.9369
42.5354,8.3595
42.5556,5.3868
42.5758,4.9111
42.5960,8.7323
42.6162,6.7008
42.6364,6.4153
42.6566,5.5994
42.6768,9.4443
42.6970,7.3587
42.7172,9.1914
42.7374,8.1034
42.7576,6.8515
42.7778,8.3421
42.7980,5.9533
42.8182,9.5664
42.8384,6.4718
42.8586,9.6514
42.8788,10.1389
42.8990,6.8209
42.9192,10.3028
42.9394,8.9521
42.9596,8.4424
42.9798,7.5889
43.0000,10.6022
43.0202,10.3385
43.0404,7.5704
43.0606,6.5138
43.0808,9.8335
43.1010,8.7712
43.1212,7.4982
43.1414,7.7565
43.1616,10.9317
43.1818,10.4638
43.2020,7.2760
43.2222,6.6743
43.2424,7.3034
43.2626,7.8680
43.2828,10.4485
43.3030,7.0317
43.3232,8.9618
43.3434,9.1922
43.3636,7.5586
43.3838,10.3833
43.4040,11.4487
43.4242,7.7987
43.4444,11.4131
43.4646,9.5003
43.4848,10.9560
43.5051,9.4247
43.5253,10.1371
43.5455,12.4954
43.5657,12.4749
43.5859,11.7054
43.6061,9.0719
43.6263,10.3103
43.6465,10.5464
43.6667,8.2040
43.6869,10.2265
43.7071,10.7937
43.7273,10.1331
43.7475,10.8506
43.7677,10.4159
43.7879,11.0915
43.8081,10.5713
43.8283,12.3206
43.8485,9.6599
43.8687,11.0119
43.8889,12.7618
43.9091,9.2094
43.9293,9.7850
43.9495,9.0467
43.9697,11.9681
43.9899,9.6029
44.0101,10.0733
44.0303,9.7936
44.0505,13.8120
44.0707,11.2045
44.0909,9.6921
44.1111,12.0215
44.1313,9.7009
44.1515,10.2278
44.1717,13.2839
44.1919,11.4575
44.2121,13.4281
44.2323,11.1010
44.2525,11.9112
44.2727,12.4647
44.2929,14.1111
44.3131,13.3867
44.3333,10.5101
44.3535,12.2939
44.3737,13.2113
44.3939,10.0604
44.4141,10.2183
44.4343,11.9914
44.4545,9.7682
44.4747,12.4188
44.4949,11.5176
44.5152,13.8969
44.5354,12.2773
44.5556,13.2182
44.5758,12.0415
44.5960,11.0611
44.6162,13.0189
44.6364,12.3933
44.6566,13.9350
44.6768,13.4877
44.6970,14.5538
44.7172,13.1360
44.7374,10.3586
44.7576,13.3178
44.7778,9.9571
44.7980,12.1723
44.8182,14.5458
44.8384,11.7322
44.8586,13.7513
44.8788,9.8191
44.8990,11.1924
44.9192,14.4999
44.9394,9.9935
44.9596,10.1700
44.9798,11.5172
45.0000,11.3304
45.0202,12.3417
45.0404,12.8022
45.0606,10.4494
45.0808,13.5088
45.1010,10.3890
45.1212,11.0809
45.1414,13.5918
45.1616,11.7431
45.1818,13.4896
45.2020,13.1314
45.2222,12.2918
45.2424,13.8594
45.2626,11.5774
45.2828,10.4742
45.3030,11.1275
45.3232,13.2066
45.3434,8.8171
45.3636,10.2026
45.3838,8.7863
45.4040,12.6267
45.4242,11.0690
45.4444,11.2607
45.4646,11.0637
45.4848,11.5426
45.5051,10.4924
45.5253,8.9684
45.5455,8.3423
45.5657,9.1769
45.5859,8.2327
45.6061,8.1987
45.6263,11.4777
45.6465,10.0939
45.6667,9.1167
45.6869,11.4766
45.7071,8.5290
45.7273,9.5415
45.7475,9.2835
45.7677,8.3408
45.7879,11.5599
45.8081,7.5903
45.8283,7.6540
45.8485,7.7143
45.8687,8.8702
45.8889,10.1310
45.9091,7.6575
45.9293,9.0269
45.9495,7.8209
45.9697,10.0402
45.9899,10.8322
46.0101,9.4557
46.0303,11.0378
46.0505,8.5726
46.0707,9.8015
46.0909,8.5018
46.1111,10.5574
46.1313,10.9729
46.1515,7.4088
46.1717,8.3955
46.1919,9.1717
46.2121,7.2600
46.2323,6.6821
46.2525,10.2403
46.2727,9.1577
46.2929,10.3056
46.3131,7.7476
46.3333,8.8256
46.3535,7.3696
46.3737,7.4501
46.3939,9.1207
46.4141,10.0920
46.4343,9.3107
46.4545,5.3907
46.4747,6.9932
46.4949,7.2719
46.5152,7.4538
46.5354,9.6075
46.5556,6.8609
46.5758,7.7255
46.5960,5.9137
46.6162,6.7893
46.6364,6.6557
46.6566,8.4876
46.6768,6.0317
46.6970,5.3891
46.7172,7.0761
46.7374,7.2891
46.7576,6.5223
46.7778,8.7204
46.7980,7.0101
46.8182,4.0092
46.8384,7.0966
46.8586,3.9184
46.8788,5.7870
46.8990,4.9002
46.9192,7.2327
46.9394,5.7238
46.9596,6.4193
46.9798,6.0234
47.0000,6.2189
47.0202,5.9465
47.0404,5.3347
47.0606,7.3345
47.0808,6.3100
47.1010,4.8989
47.1212,5.8273
47.1414,7.0523
47.1616,6.2382
47.1818,7.6258
47.2020,4.7774
47.2222,3.6984
47.2424,3.2054
47.2626,5.1719
47.2828,2.5066
47.3030,3.1438
47.3232,2.3098
47.3434,4.8602
47.3636,3.1625
47.3838,6.9183
47.4040,4.8742
47.4242,6.0948
47.4444,2.3468
47.4646,1.9649
47.4848,6.4162
47.5051,6.0642
47.5253,2.6979
47.5455,1.9019
47.5657,5.8067
47.5859,4.5140
47.6061,4.9485
47.6263,5.4783
47.6465,5.5189
47.6667,1.4591
47.6869,5.0363
47.7071,2.8476
47.7273,2.5632
47.7475,4.4503
47.7677,3.8926
47.7879,3.3664
47.8081,2.9678
47.8283,4.8397
47.8485,1.6968
47.8687,2.0055
47.8889,4.9532
47.9091,3.8076
47.9293,5.1496
47.9495,3.2605
47.9697,4.2735
47.9899,5.7329
48.0101,2.5763
48.0303,3.3049
48.0505,5.4175
48.0707,1.1866
48.0909,5.8738
48.1111,4.4599
48.1313,5.7006
48.1515,2.5734
48.1717,4.1032
48.1919,5.6662
48.2121,4.9042
48.2323,4.4706
48.2525,3.3149
48.2727,4.3088
48.2929,3.9496
48.3131,2.3990
48.3333,3.4017
48.3535,3.5341
48.3737,3.0220
48.3939,2.2009
48.4141,2.6856
48.4343,3.6024
48.4545,4.4907
48.4747,3.1526
48.4949,3.1712
48.5152,2.8875
48.5354,3.1826
48.5556,1.9780
48.5758,3.8885
48.5960,2.9075
48.6162,4.5295
48.6364,1.5473
48.6566,3.0138
48.6768,5.6589
48.6970,5.1090
48.7172,3.6894
48.7374,5.2832
48.7576,2.1062
48.7778,4.2790
48.7980,3.6781
48.8182,1.6135
48.8384,5.0187
48.8586,2.9760
48.8788,4.4513
48.8990,2.7573
48.9192,2.4446
48.9394,3.1072
48.9596,4.0310
48.9798,1.6889
49.0000,5.0613
49.0202,3.3619
49.0404,3.1931
49.0606,2.8793
49.0808,5.4693
49.1010,2.7338
49.1212,1.6865
49.1414,4.7521
49.1616,1.5989
49.1818,4.4549
49.2020,2.8948
49.2222,4.3399
49.2424,0.9487
49.2626,2.5167
49.2828,4.9600
49.3030,4.8041
49.3232,2.7915
49.3434,1.9741
49.3636,1.5069
49.3838,4.8744
49.4040,0.7596
49.4242,1.7298
49.4444,0.8524
49.4646,5.7154
49.4848,4.6147
49.5051,3.8971
49.5253,5.4782
49.5455,2.6122
49.5657,4.2098
49.5859,2.2220
49.6061,0.9602
49.6263,2.9533
49.6465,1.6000
49.6667,1.0212
49.6869,5.6722
49.7071,2.4128
49.7273,1.9355
49.7475,1.3133
49.7677,3.2020
49.7879,3.6624
49.8081,5.4046
49.8283,4.3254
49.8485,3.7996
49.8687,4.1960
49.8889,1.3656
49.9091,1.2758
49.9293,5.1012
49.9495,2.1248
49.9697,3.5674
49.9899,1.4836
50.0101,5.9457
50.0303,2.9061
50.0505,3.6554
50.0707,3.1780
50.0909,2.7205
50.1111,5.8289
50.1313,4.8214
50.1515,1.6994
50.1717,4.8362
50.1919,5.7585
50.2121,3.0526
50.2323,5.2463
50.2525,5.4341
50.2727,3.0886
50.2929,3.7019
50.3131,2.1803
50.3333,2.1481
50.3535,2.8997
50.3737,3.1319
50.3939,6.2550
50.4141,6.1714
50.4343,3.8665
50.4545,6.0863
50.4747,4.1491
50.4949,4.6005
50.5152,4.6615
50.5354,4.8492
50.5556,2.5287
50.5758,3.7013
50.5960,2.5865
50.6162,4.0365
50.6364,1.9045
50.6566,6.4078
50.6768,2.0530
50.6970,4.6334
50.7172,2.5930
50.7374,5.6790
50.7576,4.3816
50.7778,5.4545
50.7980,6.3095
50.8182,2.6052
50.8384,5.6685
50.8586,1.9627
50.8788,6.0285
50.8990,3.4543
50.9192,4.9425
50.9394,5.8464
50.9596,2.4899
50.9798,4.0630
51.0000,4.1314
51.0202,3.1670
51.0404,1.8662
51.0606,4.3872
51.0808,1.7050
51.1010,4.6983
51.1212,4.1126
51.1414,1.6529
51.1616,3.3853
51.1818,4.9942
51.2020,5.2720
51.2222,4.4931
51.2424,2.1581
51.2626,2.4591
51.2828,1.7715
51.3030,6.0861
51.3232,6.0077
51.3434,4.1313
51.3636,6.0628
51.3838,1.5390
51.4040,5.5615
51.4242,4.3322
51.4444,3.9897
51.4646,5.5898
51.4848,2.7065
51.5051,1.5574
51.5253,2.7663
51.5455,2.8579
51.5657,2.9904
51.5859,3.8370
51.6061,4.3364
51.6263,3.1915
51.6465,4.8356
51.6667,5.5526
51.6869,3.3795
51.7071,0.8874
51.7273,3.2870
51.7475,5.4940
51.7677,2.0842
51.7879,4.6460
51.8081,0.6397
51.8283,1.8563
51.8485,2.4319
51.8687,5.0981
51.8889,0.9062
51.9091,3.8604
51.9293,5.1496
51.9495,3.4662
51.9697,3.7232
51.9899,3.1475
52.0101,4.9947
52.0303,2.8430
52.0505,2.5493
52.0707,4.4449
52.0909,4.1247
52.1111,3.7177
52.1313,3.3346
52.1515,2.1074
52.1717,2.9733
52.1919,3.5450
52.2121,0.3326
52.2323,3.1725
52.2525,0.8460
52.2727,0.3885
52.2929,4.7785
52.3131,1.7001
52.3333,0.5979
52.3535,0.7698
52.3737,3.8857
52.3939,4.0437
52.4141,4.2064
52.4343,0.7755
52.4545,4.1551
52.4747,2.3599
52.4949,4.1353
52.5152,2.7042
52.5354,2.9074
52.5556,1.6515
52.5758,2.1431
52.5960,0.2929
52.6162,2.7446
52.6364,3.3145
52.6566,-0.3800
52.6768,1.9317
52.6970,4.4278
52.7172,3.0844
52.7374,0.9562
52.7576,0.7559
52.7778,3.6731
52.7980,2.9177
52.8182,1.3716
52.8384,3.7955
52.8586,3.3772
52.8788,-0.0811
52.8990,-0.2293
52.9192,4.3072
52.9394,1.0909
52.9596,2.8553
52.9798,-0.5524
53.0000,3.7530
53.0202,3.7148
53.0404,4.0361
53.0606,3.3282
53.0808,3.6458
53.1010,0.9600
53.1212,2.0169
53.1414,2.8336
53.1616,1.2286
53.1818,0.6842
53.2020,3.9073
53.2222,2.7726
53.2424,2.8588
53.2626,3.6782
53.2828,-0.4040
53.3030,0.0851
53.3232,2.5436
53.3434,1.8499
53.3636,1.9706
53.3838,1.4640
53.4040,-0.3789
53.4242,4.2394
53.4444,3.8100
53.4646,2.9884
53.4848,3.7878
53.5051,3.8393
53.5253,4.4645
53.5455,2.8140
53.5657,1.2308
53.5859,3.5079
53.6061,3.3440
53.6263,-0.1686
53.6465,3.1614
53.6667,1.6334
53.6869,3.4881
53.7071,1.0232
53.7273,0.7201
53.7475,0.7888
53.7677,1.0758
53.7879,4.2125
53.8081,1.9329
53.8283,2.2077
53.8485,1.6576
53.8687,4.4546
53.8889,3.7770
53.9091,2.9325
53.9293,4.2383
53.9495,4.0261
53.9697,4.3519
53.9899,1.3782
54.0101,4.2190
54.0303,4.0161
54.0505,3.3909
54.0707,0.0381
54.0909,3.9411
54.1111,2.0010
54.1313,0.2517
54.1515,0.3962
54.1717,2.2635
54.1919,0.7733
54.2121,0.8478
54.2323,0.4245
54.2525,2.5985
54.2727,2.2799
54.2929,4.7805
54.3131,1.3206
54.3333,3.5193
54.3535,3.2124
54.3737,4.7379
54.3939,3.7146
54.4141,3.9318
54.4343,1.3697
54.4545,4.4838
54.4747,0.8241
54.4949,2.3461
54.5152,1.9193
54.5354,0.7394
54.5556,0.2979
54.5758,4.5161
54.5960,1.8455
54.6162,3.1443
54.6364,1.9816
54.6566,4.1914
54.6768,1.8071
54.6970,4.2857
54.7172,1.6696
54.7374,1.5231
54.7576,0.9085
54.7778,0.5080
54.7980,1.8841
54.8182,3.4991
54.8384,-0.4190
54.8586,4.3350
54.8788,3.0943
54.8990,2.7742
54.9192,-0.6242
54.9394,3.4724
54.9596,3.5465
54.9798,3.2797
55.0000,3.3921
55.0202,0.5069
55.0404,1.9594
55.0606,1.3657
55.0808,1.5791
55.1010,3.3085
55.1212,3.9275
55.1414,2.0255
55.1616,0.0966
55.1818,3.7205
55.2020,3.3095
55.2222,2.0395
55.2424,3.6328
55.2626,0.9326
55.2828,2.8375
55.3030,3.3274
55.3232,0.6156
55.3434,2.5266
55.3636,2.1823
55.3838,0.3744
55.4040,1.6128
55.4242,-0.2362
55.4444,0.4318
55.4646,-1.1012
55.4848,-0.4608
55.5051,1.5004
55.5253,3.8211
55.5455,0.9235
55.5657,3.5094
55.5859,-0.1654
55.6061,0.1634
55.6263,2.2892
55.6465,2.4134
55.6667,-0.9133
55.6869,2.8810
55.7071,3.8045
55.7273,3.7749
55.7475,0.2095
55.7677,3.6891
55.7879,1.3880
55.8081,0.6497
55.8283,2.5580
55.8485,2.8245
55.8687,0.8253
55.8889,1.5049
55.9091,-0.7229
55.9293,0.0187
55.9495,3.1729
55.9697,2.1721
55.9899,2.2762
56.0101,2.6062
56.0303,1.2602
56.0505,-0.0547
56.0707,3.7631
56.0909,0.9053
56.1111,2.8612
56.1313,2.1699
56.1515,-0.8823
56.1717,3.2662
56.1919,0.4071
56.2121,3.3178
56.2323,1.2423
56.2525,3.1650
56.2727,2.2752
56.2929,1.9313
56.3131,2.8536
56.3333,1.3505
56.3535,3.6618
56.3737,0.3919
56.3939,1.4795
56.4141,2.4300
56.4343,3.3670
56.4545,3.6012
56.4747,3.8373
56.4949,0.4747
56.5152,2.7488
56.5354,2.6993
56.5556,1.7223
56.5758,3.8852
56.5960,1.0580
56.6162,2.4344
56.6364,0.0997
56.6566,3.6609
56.6768,2.0864
56.6970,3.1721
56.7172,2.6938
56.7374,1.6910
56.7576,0.7306
56.7778,1.2558
56.7980,-0.1345
56.8182,4.4383
56.8384,4.2664
56.8586,1.0635
56.8788,1.8740
56.8990,3.4961
56.9192,2.8855
56.9394,4.4179
56.9596,3.9619
56.9798,0.7409
57.0000,4.0802
57.0202,3.9408
57.0404,2.3841
57.0606,0.6498
57.0808,1.5056
57.1010,0.3616
57.1212,1.2819
57.1414,2.6742
57.1616,2.8905
